work_order_no,item_code,material_readiness,days_until_due,max_lead_time_days,progress_ratio,item_overdue_rate,weekly_load_ratio,bom_component_count,was_delayed
WOH-00733,TV-100,0.7823,-3,10,0.7615,0.18,0.6992,8,1
WOH-00734,TV-200,1,6,0,0.0658,0.12,0.7552,7,1
WOH-00735,MON-100,0.2145,2,10,0.2653,0.42,0.8992,5,1
WOH-00736,TV-200,0.5028,-3,5,0.4705,0.12,1.1459,3,1
WOH-00737,TV-200,0.2734,17,4,0.5608,0.12,0.7348,4,1
WOH-00738,TV-200,0.6159,15,3,0.6049,0.12,0.6466,4,0
WOH-00739,TV-100,,5,7,0.8787,0.18,0.601,3,1
WOH-00740,TV-200,0.3175,10,5,0.9841,0.12,1.5285,7,1
WOH-00741,TV-300,0.1143,10,11,0.1771,0.25,0.9103,7,1
WOH-00742,TV-300,1,-1,0,0.821,0.25,1.0284,4,0
WOH-00743,MON-200,0.6764,-2,10,0.526,0.31,1.16,8,1
WOH-00744,MON-100,0.6372,7,14,0.8394,0.42,0.7091,8,0
WOH-00745,TV-100,0.8637,21,7,0.7253,0.18,0.8885,4,0
WOH-00746,TV-100,0.8692,3,9,0.4926,0.18,1.0943,6,1
WOH-00747,TV-100,0.4247,7,5,0.4792,0.18,0.5606,2,1
WOH-00748,MON-100,0.5528,21,3,0.4289,0.42,1.4904,4,1
WOH-00749,TV-300,0.3807,-3,13,0.5903,0.25,0.7826,8,1
WOH-00750,TV-300,0.0591,-5,4,0.5179,0.25,7.2679,2,1
WOH-00751,TV-200,0.9645,10,2,0.209,0.12,1.514,7,0
WOH-00752,TV-100,0.6334,19,12,0.7747,0.18,0.9715,2,1
WOH-00753,TV-100,0.7795,2,4,0.6557,0.18,1.4361,4,0
WOH-00754,TV-200,0.8485,-2,11,0.6643,0.12,1.4896,5,1
WOH-00755,MON-200,0.537,8,3,0.8289,0.31,1.5214,3,1
WOH-00756,MON-100,0.5791,18,8,0.9968,0.42,1.2858,7,0
WOH-00757,MON-200,0.4115,6,10,0.6518,0.31,1.272,8,0
WOH-00758,MON-200,0.3329,12,4,0.1026,0.31,1.4801,8,0
WOH-00759,TV-100,0.0778,15,4,0.4141,0.18,0.9966,2,0
WOH-00760,TV-200,0.6007,12,11,0.7175,0.12,1.4656,3,0
WOH-00761,TV-100,0.72,19,8,0.4316,0.18,1.1228,2,0
WOH-00762,TV-100,0.884,10,13,0.6628,0.18,0.5894,2,0
WOH-00763,MON-200,0.2273,-5,2,0.3909,0.31,0.6998,6,1
WOH-00764,MON-100,,7,9,0.2912,0.42,0.6244,3,0
WOH-00765,MON-200,0.4031,0,7,0.5473,0.31,0.6486,3,0
WOH-00766,TV-200,0.1158,3,3,0.6402,0.12,0.5383,6,1
WOH-00767,MON-100,0.5825,15,6,0.9545,0.42,0.9686,6,0
WOH-00768,TV-300,0.1804,23,12,0.7555,0.25,,7,0
WOH-00769,TV-100,0.9417,-4,9,0.9656,0.18,0.9186,6,1
WOH-00770,TV-100,0.5226,19,2,0.5229,0.18,1.2124,8,0
WOH-00771,TV-200,0.1094,18,5,0.594,0.12,1.503,7,0
WOH-00772,TV-300,0.9374,13,13,0.7763,0.25,1.4403,2,0
WOH-00773,TV-300,0.0896,3,11,0.4155,0.25,0.9856,6,1
WOH-00774,TV-200,0.4475,14,10,0.3254,0.12,0.9132,4,0
WOH-00775,TV-100,0.0103,24,9,0.3085,0.18,0.8775,4,1
WOH-00776,TV-200,0.041,4,14,0.8018,0.12,1.2812,8,0
WOH-00777,TV-100,0.4896,12,7,0.9195,0.18,0.8452,4,0
WOH-00778,TV-200,0.1286,8,4,0.6016,0.12,1.5704,6,0
WOH-00779,TV-100,0.4966,18,5,0.2844,0.18,0.6863,2,1
WOH-00780,MON-100,0.989,1,13,0.0203,0.42,1.3131,6,0
WOH-00781,MON-200,0.8882,5,11,0.0695,0.31,0.6984,4,1
WOH-00782,TV-200,0.1756,4,12,0.5879,0.12,0.99,7,0
WOH-00783,MON-100,0.9107,-2,5,0.5712,0.42,,8,1
WOH-00784,TV-200,0.925,3,4,0.4929,0.12,0.7564,4,0
WOH-00785,TV-300,0.4423,18,7,0.855,0.25,0.716,6,0
WOH-00786,MON-200,0.0519,-3,8,0.2517,0.31,0.837,4,1
WOH-00787,MON-200,0.259,1,9,0.4625,0.31,0.5562,2,1
WOH-00788,MON-100,0.798,-2,13,0.2028,0.42,0.6832,4,1
WOH-00789,TV-100,0.9473,2,4,0.1341,0.18,0.6749,8,0
WOH-00790,TV-300,0.1081,8,9,0.307,0.25,0.8565,8,0
WOH-00791,TV-100,0.454,5,5,0.7716,0.18,1.2029,7,0
WOH-00792,MON-100,0.9723,-1,12,0.5252,0.42,1.091,4,0
WOH-00793,MON-100,0.882,21,13,0.3443,0.42,0.6157,6,0
WOH-00794,MON-100,0.7409,23,13,0.0457,0.42,0.6821,4,1
WOH-00795,TV-100,0.1768,3,5,0.8723,0.18,17.7854,8,0
WOH-00796,TV-300,,-1,3,0.5629,0.25,1.0742,2,0
WOH-00797,TV-200,1,6,0,0.1572,0.12,1.3735,5,0
WOH-00798,MON-100,0.4943,-5,6,0.7468,0.42,0.848,4,1
WOH-00799,TV-200,0.1955,-5,2,0.3036,0.12,1.3763,6,1
WOH-00800,TV-300,0.6561,9,10,0.7879,0.25,1.261,2,0
WOH-00801,TV-200,0.2023,2,9,0.124,0.12,1.1179,7,1
WOH-00802,MON-100,0.4966,11,3,0.8348,0.42,1.5614,2,1
WOH-00803,TV-300,0.7574,15,6,0.8828,0.25,1.4381,8,0
WOH-00804,TV-200,0.0632,12,8,0.6262,0.12,0.5413,3,1
WOH-00805,TV-100,1,8,0,0.2681,0.18,0.8541,2,0
WOH-00806,TV-200,0.981,7,11,0.4287,0.12,1.4836,6,1
WOH-00807,MON-100,0.4094,11,11,0.7304,0.42,1.0058,4,0
WOH-00808,TV-300,0.437,13,12,0.763,0.25,0.9653,6,0
WOH-00809,MON-200,0.3403,16,4,0.005,0.31,0.8538,5,1
WOH-00810,MON-100,0.3304,0,7,0.3464,0.42,1.2206,5,1
WOH-00811,MON-200,1,7,0,0.9827,0.31,0.8093,2,0
WOH-00812,TV-200,0.8508,-2,7,0.9614,0.12,0.8131,8,0
WOH-00813,TV-200,0.2629,-1,2,0.7374,0.12,1.4459,5,0
WOH-00814,TV-100,1,9,0,0.1762,0.18,1.2114,2,0
WOH-00815,MON-100,0.2217,0,8,0.4121,0.42,1.1657,5,1
WOH-00816,MON-100,,23,8,0.6039,0.42,1.3423,6,1
WOH-00817,TV-100,0.9006,16,14,0.577,0.18,1.0036,2,0
WOH-00818,TV-200,0.42,-5,9,0.4857,0.12,0.8881,4,1
WOH-00819,MON-100,0.6513,13,14,0.1785,0.42,0.8045,7,0
WOH-00820,TV-300,,11,13,0.5764,0.25,1.2219,3,1
WOH-00821,MON-100,0.1447,24,9,0.7591,0.42,20.2072,2,0
WOH-00822,TV-100,0.0006,7,10,0.7993,0.18,1.5018,6,0
WOH-00823,TV-200,0.8904,13,10,0.4619,0.12,,6,0
WOH-00824,MON-200,0.2862,21,3,0.7919,0.31,0.7846,6,1
WOH-00825,MON-100,0.9228,13,13,0.1652,0.42,0.8155,4,0
WOH-00826,TV-100,0.5142,8,9,0.2774,0.18,1.201,4,1
WOH-00827,TV-300,0.9387,21,10,0.8127,0.25,1.0114,5,0
WOH-00828,TV-300,0.5879,7,6,0.0967,0.25,1.4653,6,1
WOH-00829,MON-100,0.0221,23,11,0.1534,0.42,1.1878,6,1
WOH-00830,TV-200,0.6898,9,14,0.6279,0.12,1.1388,2,0
WOH-00831,TV-100,0.1072,4,14,0.3319,0.18,0.5063,8,1
WOH-00832,TV-200,0.8872,-4,11,0.6238,0.12,0.7817,3,1
WOH-00833,MON-200,0.7406,10,13,0.5152,0.31,0.6774,8,1
WOH-00834,MON-200,0.7525,5,10,0.311,0.31,1.1435,5,0
WOH-00835,TV-200,0.3568,0,4,0.3769,0.12,0.712,3,1
WOH-00836,TV-200,,20,10,0.6791,0.12,1.318,5,1
WOH-00837,TV-300,0.6828,1,14,0.5743,0.25,0.559,7,1
WOH-00838,TV-300,0.7297,18,2,0.9636,0.25,1.0031,8,1
WOH-00839,MON-100,0.9972,-1,14,0.1879,0.42,0.6274,6,1
WOH-00840,TV-300,0.2904,9,3,0.0423,0.25,1.575,5,0
WOH-00841,TV-300,,5,12,0.1237,0.25,0.5105,8,1
WOH-00842,TV-300,,8,2,0.0425,0.25,1.4262,4,0
WOH-00843,TV-300,0.8688,5,2,0.1905,0.25,0.8822,5,1
WOH-00844,MON-100,0.9836,6,13,0.3019,0.42,0.6705,4,1
WOH-00845,TV-200,0.4865,17,13,0.3292,0.12,1.5967,7,0
WOH-00846,MON-100,1,-6,0,0.0889,0.42,1.0457,3,1
WOH-00847,TV-100,0.5227,8,7,0.1324,0.18,1.2289,3,0
WOH-00848,MON-100,,13,11,0.1616,0.42,,2,0
WOH-00849,MON-200,0.4802,-2,5,0.4287,0.31,1.4202,3,1
WOH-00850,TV-200,0.9996,12,0,0.6248,0.12,0.8069,2,0
WOH-00851,MON-200,0.5854,20,7,0.387,0.31,0.8918,7,0
WOH-00852,TV-300,1,6,0,0.7764,0.25,1.4495,8,0
WOH-00853,MON-200,0.9981,11,11,0.7714,0.31,0.7952,2,0
WOH-00854,MON-100,0.6599,6,13,0.1614,0.42,1.0242,5,0
WOH-00855,MON-100,1,4,0,0.1002,0.42,1.3721,8,0
WOH-00856,TV-200,0.9347,12,2,0.0683,0.12,,7,0
WOH-00857,MON-100,0.233,8,2,0.8233,0.42,0.9711,4,0
WOH-00858,TV-100,1,22,0,0.0148,0.18,1.1115,3,0
WOH-00859,TV-300,0.0632,11,7,0.3828,0.25,1.2658,6,1
WOH-00860,TV-100,0.7313,17,2,0.0894,0.18,0.8377,7,0
WOH-00861,TV-100,0.1724,-3,5,0.0093,0.18,0.6152,5,1
WOH-00862,MON-200,0.0052,22,3,0.9604,0.31,1.0765,8,1
WOH-00863,MON-100,,0,4,0.6471,0.42,0.8359,5,1
WOH-00864,TV-200,0.4177,15,3,0.2121,0.12,1.4779,7,1
WOH-00865,MON-200,0.6554,24,13,0.3764,0.31,1.0784,8,0
WOH-00866,TV-300,0.3458,-5,3,0.7349,0.25,0.6721,7,1
WOH-00867,TV-300,0.9589,-4,10,0.8776,0.25,1.4778,4,0
WOH-00868,MON-200,0.7456,-3,11,0.0975,0.31,1.3707,7,1
WOH-00869,TV-300,0.7934,-2,12,0.061,0.25,,4,1
WOH-00870,TV-200,0.4945,4,9,0.4902,0.12,0.9042,5,1
WOH-00871,TV-100,0.0622,-5,3,0.9448,0.18,1.4089,7,1
WOH-00872,TV-100,0.853,10,13,0.8213,0.18,1.3538,2,1
WOH-00873,MON-100,0.2214,5,7,0.4049,0.42,1.0797,5,1
WOH-00874,TV-100,0.5752,6,13,0.2482,0.18,1.2414,2,0
WOH-00875,TV-300,0.6589,11,14,0.4862,0.25,1.4812,7,0
WOH-00876,TV-200,0.333,3,7,0.1137,0.12,1.3904,8,1
WOH-00877,MON-200,0.187,19,5,0.4633,0.31,1.1664,2,1
WOH-00878,TV-300,0.5528,21,14,0.0865,0.25,1.124,4,1
WOH-00879,MON-200,0.8413,20,7,0.6121,0.31,0.6475,2,1
WOH-00880,TV-100,0.6235,-6,13,0.7644,0.18,0.6287,8,1
WOH-00881,TV-300,1,-1,0,0.1139,0.25,0.9925,6,1
WOH-00882,MON-100,0.8805,12,9,0.6471,0.42,1.1025,5,0
WOH-00883,TV-200,0.6179,6,8,0.046,0.12,1.2483,6,1
WOH-00884,MON-100,1,23,0,0.6423,0.42,1.5881,2,0
WOH-00885,TV-100,0.2082,9,6,0.3,0.18,,4,0
WOH-00886,MON-100,0.6631,-5,4,0.112,0.42,0.5448,3,1
WOH-00887,TV-300,0.8094,12,13,0.1753,0.25,1.2326,8,0
WOH-00888,MON-200,0.6175,5,5,0.1638,0.31,1.1714,6,1
WOH-00889,MON-100,0.8902,23,13,0.4254,0.42,1.1652,6,0
WOH-00890,MON-100,0.2732,-3,2,0.8157,0.42,0.9143,4,1
WOH-00891,MON-100,1,6,0,0.3833,0.42,1.3834,2,0
WOH-00892,TV-200,0.8088,-3,9,0.1248,0.12,0.79,4,1
WOH-00893,TV-300,0.5575,12,10,0.7832,0.25,0.835,5,1
WOH-00894,TV-200,0.2164,2,2,0.4396,0.12,0.7254,3,1
WOH-00895,MON-100,0.9464,-1,8,0.9715,0.42,0.5394,7,0
WOH-00896,TV-100,0.5834,-3,2,0.8494,0.18,,5,0
WOH-00897,TV-300,0.004,3,5,0.964,0.25,1.3321,5,1
WOH-00898,TV-300,0.1356,-4,2,0.8104,0.25,0.5843,7,1
WOH-00899,TV-300,0.092,-1,6,0.31,0.25,1.053,3,0
WOH-00900,MON-100,0.8687,18,12,0.4261,0.42,0.7515,5,1
WOH-00901,MON-100,0.1269,13,8,0.5241,0.42,1.2654,7,1
WOH-00902,TV-200,0.1824,17,8,0.5967,0.12,0.818,2,1
WOH-00903,MON-200,1,18,0,0.0015,0.31,0.7052,3,0
WOH-00904,TV-100,0.9991,15,0,0.4753,0.18,0.6088,2,1
WOH-00905,MON-200,0.3076,8,2,0.5413,0.31,1.1841,5,0
WOH-00906,MON-200,0.6578,21,12,0.0523,0.31,0.96,5,1
WOH-00907,MON-100,1,19,0,0.0065,0.42,0.6314,7,0
WOH-00908,TV-200,0.6282,-2,10,0.3375,0.12,1.4058,8,1
WOH-00909,TV-300,0.2345,1,14,0.4122,0.25,1.3615,4,1
WOH-00910,MON-100,0.9292,9,13,0.1882,0.42,0.9165,6,0
WOH-00911,TV-300,0.8461,-3,4,0.069,0.25,0.557,2,1
WOH-00912,TV-300,1,5,0,0.3598,0.25,0.7897,4,0
WOH-00913,TV-200,0.3776,-6,2,0.0599,0.12,,4,0
WOH-00914,TV-100,0.7779,14,4,0.8787,0.18,1.5309,6,0
WOH-00915,TV-100,0.3338,-6,4,0.668,0.18,0.9786,3,1
WOH-00916,TV-300,0.0754,-6,2,0.1852,0.25,1.5554,7,1
WOH-00917,MON-100,0.0903,10,11,0.2468,0.42,1.4628,6,0
WOH-00918,TV-100,,15,4,0.8023,0.18,0.8396,5,0
WOH-00919,TV-300,0.5951,12,3,0.3624,0.25,1.5949,7,1
WOH-00920,TV-300,0.5235,2,11,0.5613,0.25,,8,1
WOH-00921,TV-200,0.3094,13,3,0.6518,0.12,0.9488,8,0
WOH-00922,MON-100,0.3116,8,8,0.6367,0.42,1.4942,7,1
WOH-00923,MON-200,0.0253,17,6,0.197,0.31,0.5964,2,0
WOH-00924,MON-100,1,-4,0,0.7637,0.42,1.0419,6,0
WOH-00925,TV-200,0.1106,2,6,0.3314,0.12,0.8112,8,1
WOH-00926,MON-100,0.7538,13,8,0.5631,0.42,1.2552,8,1
WOH-00927,MON-100,0.9471,-5,12,0.099,0.42,0.8559,3,1
WOH-00928,TV-300,0.8706,17,7,0.7354,0.25,0.7352,7,0
WOH-00929,TV-300,0.1531,3,3,0.185,0.25,1.0457,4,1
WOH-00930,MON-200,0.1529,-1,14,0.8914,0.31,0.7548,2,1
WOH-00931,TV-300,0.6372,6,2,0.36,0.25,1.4584,4,0
WOH-00932,TV-100,0.1594,22,4,0.1345,0.18,0.5735,6,1
WOH-00933,TV-100,0.9345,19,4,0.1023,0.18,0.8138,7,0
WOH-00934,TV-100,0.3639,21,10,0.1213,0.18,1.5908,2,1
WOH-00935,MON-200,0.9488,-6,5,0.7004,0.31,0.7006,6,0
WOH-00936,TV-100,0.256,9,3,0.151,0.18,1.0657,4,1
WOH-00937,TV-100,,2,4,0.1043,0.18,1.4819,4,1
WOH-00938,MON-200,0.6019,17,6,0.851,0.31,1.0477,3,0
WOH-00939,TV-200,0.054,-2,10,0.805,0.12,0.9634,7,1
WOH-00940,TV-300,0.5323,12,7,0.3751,0.25,0.706,6,0
WOH-00941,MON-100,0.0608,15,7,0.0146,0.42,1.416,5,1
WOH-00942,MON-100,0.8793,24,7,0.2561,0.42,1.4207,6,1
WOH-00943,TV-300,0.9387,22,3,0.6609,0.25,1.1711,5,0
WOH-00944,MON-100,0.4258,-6,13,0.7221,0.42,0.815,3,1
WOH-00945,TV-100,0.3021,16,8,0.6428,0.18,1.3703,3,0
WOH-00946,TV-300,0.4027,-2,13,0.8531,0.25,0.9427,7,1
WOH-00947,TV-300,0.8129,3,3,0.9649,0.25,1.5423,6,0
WOH-00948,TV-300,1,13,0,0.4226,0.25,0.8631,3,0
WOH-00949,MON-200,0.1594,2,10,0.3806,0.31,1.2648,5,1
WOH-00950,TV-300,0.542,-5,11,0.6405,0.25,1.2634,3,1
WOH-00951,TV-300,0.8829,7,13,0.6443,0.25,7.5337,3,0
WOH-00952,MON-200,0.2582,14,9,0.5699,0.31,0.5032,7,1
WOH-00953,TV-200,0.6021,16,10,0.697,0.12,0.8743,8,0
WOH-00954,MON-100,,20,5,0.7829,0.42,1.2331,3,0
WOH-00955,TV-200,0.6148,-5,7,0.9161,0.12,1.533,5,1
WOH-00956,TV-200,0.465,4,7,0.9766,0.12,1.1758,4,0
WOH-00957,TV-100,0.6108,2,10,0.5177,0.18,0.9707,3,1
WOH-00958,MON-200,0.6596,8,6,0.2566,0.31,1.0981,7,1
WOH-00959,MON-200,0.8813,10,7,0.613,0.31,1.4718,8,1
WOH-00960,MON-100,1,11,0,0.0419,0.42,0.9225,6,0
WOH-00961,TV-200,0.1625,-5,4,0.068,0.12,1.1477,8,1
WOH-00962,MON-100,1,18,0,0.9168,0.42,0.8112,4,1
WOH-00963,MON-100,0.3896,24,11,0.6546,0.42,0.9467,8,0
WOH-00964,MON-200,0.6586,14,12,0.5282,0.31,1.2837,2,0
WOH-00965,TV-100,,14,3,0.8367,0.18,0.762,6,0
WOH-00966,TV-100,0.9501,1,3,0.9071,0.18,0.7432,7,0
WOH-00967,MON-100,0.7177,9,12,0.6678,0.42,1.4658,5,0
WOH-00968,MON-100,0.9343,15,13,0.549,0.42,0.7965,2,0
WOH-00969,TV-200,1,10,0,0.413,0.12,0.5251,5,0
WOH-00970,MON-200,0.853,17,11,0.2125,0.31,1.1593,5,1
WOH-00971,TV-100,0.6072,21,9,0.8317,0.18,1.2527,3,0
WOH-00972,MON-100,0.4033,-5,13,0.2473,0.42,1.0427,3,1
WOH-00973,MON-100,0.6402,20,10,0.7341,0.42,1.196,7,0
WOH-00974,TV-100,1,20,0,0.739,0.18,1.4726,3,0
WOH-00975,TV-300,,12,13,0.3902,0.25,0.5503,3,0
WOH-00976,MON-200,0.9702,12,7,0.1957,0.31,0.5878,4,1
WOH-00977,MON-200,0.7201,7,2,0.2459,0.31,1.2252,3,1
WOH-00978,TV-100,,7,7,0.031,0.18,1.2918,6,0
WOH-00979,MON-200,0.9003,8,4,0.6306,0.31,0.8466,8,0
WOH-00980,MON-100,0.245,14,3,0.8697,0.42,1.1229,4,0
WOH-00981,MON-100,,-5,0,0.3343,0.42,0.7842,4,1
WOH-00982,TV-200,0.2215,23,9,0.0697,0.12,1.12,2,0
WOH-00983,TV-300,0.0583,10,14,0.8108,0.25,1.2154,7,1
WOH-00984,MON-100,0.304,13,10,0.0837,0.42,1.0791,3,0
WOH-00985,TV-300,,5,4,0.83,0.25,1.4027,2,1
WOH-00986,MON-100,0.4035,10,10,0.1838,0.42,1.0653,8,0
WOH-00987,TV-300,0.4018,12,11,0.9223,0.25,,7,0
WOH-00988,TV-300,,14,4,0.9661,0.25,1.0133,6,0
WOH-00989,MON-100,1,13,0,0.5461,0.42,1.1026,5,0
WOH-00990,MON-200,0.5527,0,6,0.3689,0.31,0.5192,4,0
WOH-00991,MON-200,0.5887,3,14,0.4918,0.31,1.0415,7,1
WOH-00992,MON-100,0.3478,6,4,0.8633,0.42,1.1564,8,0
WOH-00993,MON-100,0.1641,4,9,0.3923,0.42,0.6719,8,0
WOH-00994,MON-200,0.5686,17,5,0.7899,0.31,0.5777,7,0
WOH-00995,MON-100,0.0899,-6,12,0.1872,0.42,1.3658,2,1
WOH-00996,TV-100,0.1731,16,10,0.6646,0.18,1.0399,5,1
WOH-00997,TV-300,0.7686,16,8,0.9698,0.25,1.324,6,0
WOH-00998,TV-100,0.0804,15,10,0.107,0.18,1.2494,8,1
WOH-00999,MON-200,0.1821,-6,9,0.9185,0.31,,2,1
WOH-01000,TV-200,0.0762,12,10,0.3408,0.12,1.5761,8,0
WOH-01001,TV-200,0.9116,18,6,0.3434,0.12,0.9637,4,0
WOH-01002,TV-300,,-6,8,0.4469,0.25,0.7501,7,1
WOH-01003,TV-200,0.0629,12,10,0.3821,0.12,1.1683,3,1
WOH-01004,TV-100,0.8286,15,12,0.7544,0.18,1.0666,5,0
WOH-01005,TV-300,0.4399,4,10,0.4327,0.25,0.7208,8,1
WOH-01006,TV-300,0.7813,17,12,0.4051,0.25,1.1686,3,1
WOH-01007,TV-200,1,8,0,0.9862,0.12,,3,0
WOH-01008,MON-100,1,1,0,0.5277,0.42,0.5449,7,0
WOH-01009,TV-200,0.0137,-4,11,0.7407,0.12,1.0729,4,1
WOH-01010,MON-100,,10,11,0.9857,0.42,0.5279,4,0
WOH-01011,MON-100,0.6571,21,9,0.5615,0.42,0.9541,5,0
WOH-01012,MON-200,0.2496,17,11,0.2198,0.31,1.5859,5,0
WOH-01013,TV-200,1,16,0,0.8619,0.12,1.4323,4,0
WOH-01014,TV-100,,19,9,0.2762,0.18,1.4161,7,0
WOH-01015,MON-100,0.3048,13,7,0.7789,0.42,1.0485,2,1
WOH-01016,TV-200,0.7879,11,3,0.0888,0.12,1.3796,7,0
WOH-01017,TV-200,0.492,2,13,0.0684,0.12,0.8657,8,1
WOH-01018,MON-200,1,3,0,0.8618,0.31,0.6243,8,0
WOH-01019,TV-200,0.2928,15,9,0.9463,0.12,0.7777,8,1
WOH-01020,MON-200,0.2579,-1,2,0.4542,0.31,0.5646,2,1
WOH-01021,TV-100,0.573,21,9,0.3294,0.18,1.5541,4,0
WOH-01022,MON-200,0.9131,23,3,0.9285,0.31,1.1511,4,0
WOH-01023,TV-300,1,18,0,0.1686,0.25,0.5733,5,1
WOH-01024,TV-200,0.4083,5,11,0.616,0.12,0.8414,6,1
WOH-01025,MON-100,0.1399,23,5,0.3558,0.42,0.8755,2,1
WOH-01026,MON-200,0.203,0,13,0.0842,0.31,0.9596,7,1
WOH-01027,TV-200,1,17,0,0.6124,0.12,0.5778,6,1
WOH-01028,TV-100,0.119,3,10,0.5237,0.18,0.7364,5,1
WOH-01029,TV-200,0.1326,17,5,0.4842,0.12,1.295,3,1
WOH-01030,TV-200,,7,3,0.5523,0.12,1.0495,3,0
WOH-01031,MON-100,0.8539,3,4,0.0159,0.42,0.7329,6,0
WOH-01032,MON-200,0.4622,11,6,0.2102,0.31,0.7211,8,1
WOH-01033,MON-100,0.4754,13,7,0.9318,0.42,0.982,3,0
WOH-01034,TV-200,0.0213,-5,2,0.0441,0.12,1.0536,7,1
WOH-01035,TV-300,0.908,-5,13,0.1863,0.25,1.3074,7,1
WOH-01036,TV-200,0.2161,17,7,0.3349,0.12,1.5389,5,1
WOH-01037,TV-100,0.9513,5,7,0.7946,0.18,0.8076,6,0
WOH-01038,MON-200,0.3635,0,5,0.1558,0.31,0.863,3,1
WOH-01039,MON-100,0.477,12,5,0.419,0.42,1.0597,3,1
WOH-01040,MON-200,0.4879,4,5,0.6361,0.31,,2,1
WOH-01041,TV-100,0.858,3,4,0.6022,0.18,1.1857,8,0
WOH-01042,MON-200,0.7984,6,7,0.0709,0.31,0.802,4,1
WOH-01043,MON-100,1,23,0,0.4486,0.42,0.5732,5,0
WOH-01044,TV-200,0.1407,4,10,0.4897,0.12,1.5813,4,0
WOH-01045,TV-200,0.2618,-1,14,0.8011,0.12,0.9074,4,1
WOH-01046,MON-100,0.7905,6,8,0.2366,0.42,1.5529,4,0
WOH-01047,MON-100,,20,6,0.1989,0.42,1.0028,7,1
WOH-01048,TV-300,0.56,12,11,0.8344,0.25,1.4265,2,0
WOH-01049,TV-200,0.9397,20,2,0.4701,0.12,0.7694,8,0
WOH-01050,TV-200,1,4,0,0.0128,0.12,0.5795,4,0
WOH-01051,MON-100,0.4153,13,10,0.1633,0.42,0.5339,3,0
WOH-01052,MON-200,0.6921,18,9,0.7242,0.31,0.5659,8,1
WOH-01053,TV-300,0.5857,-4,9,0.2866,0.25,0.9778,4,1
WOH-01054,TV-300,0.6462,18,7,0.163,0.25,0.8329,4,0
WOH-01055,MON-200,0.9884,17,8,0.394,0.31,0.877,6,0
WOH-01056,TV-300,0.7307,3,7,0.2589,0.25,1.1359,4,1
WOH-01057,MON-200,0.5931,15,11,0.8738,0.31,1.5678,7,0
WOH-01058,MON-100,0.9925,-4,2,0.6507,0.42,1.1841,7,0
WOH-01059,TV-100,1,0,0,0.8695,0.18,1.4732,7,0
WOH-01060,TV-300,0.7556,20,9,0.937,0.25,1.1091,3,0
WOH-01061,MON-200,,4,8,0.8745,0.31,0.8544,3,0
WOH-01062,TV-300,0.8588,23,11,0.7622,0.25,1.3342,2,0
WOH-01063,MON-100,0.014,20,14,0.4651,0.42,0.5509,3,1
WOH-01064,TV-200,0.3347,-5,13,0.9597,0.12,0.6517,3,1
WOH-01065,MON-100,0.6309,4,8,0.2423,0.42,1.1672,6,0
WOH-01066,TV-200,0.3061,24,2,0.8626,0.12,1.5751,6,0
WOH-01067,MON-100,0.2787,3,14,0.4355,0.42,0.9221,8,1
WOH-01068,MON-100,0.7753,23,8,0.6998,0.42,0.523,2,0
WOH-01069,TV-100,0.0899,23,8,0.584,0.18,0.6683,3,1
WOH-01070,MON-200,,5,13,0.0686,0.31,0.5928,6,0
WOH-01071,TV-100,0.0488,21,13,0.4588,0.18,1.0965,8,0
WOH-01072,TV-200,0.4131,-5,3,0.3799,0.12,0.792,5,0
WOH-01073,MON-100,0.234,10,8,0.5935,0.42,1.1076,7,1
WOH-01074,MON-200,,12,13,0.966,0.31,0.7824,2,0
WOH-01075,TV-100,0.5282,7,10,0.5453,0.18,1.0645,4,1
WOH-01076,TV-100,0.4679,23,6,0.8606,0.18,16.2927,6,0
WOH-01077,MON-100,1,13,0,0.7995,0.42,1.0871,3,0
WOH-01078,TV-100,0.082,11,4,0.4636,0.18,0.921,7,1
WOH-01079,MON-200,0.9554,19,3,0.3723,0.31,,7,0
WOH-01080,TV-300,0.7242,15,5,0.2825,0.25,1.0958,6,0
WOH-01081,MON-100,0.1868,7,4,0.4937,0.42,1.3596,4,0
WOH-01082,TV-300,,-1,5,0.8966,0.25,1.5953,8,0
WOH-01083,MON-100,0.0944,7,14,0.512,0.42,,6,1
WOH-01084,TV-300,,14,0,0.3392,0.25,1.3225,3,0
WOH-01085,MON-200,0.6679,5,6,0.6312,0.31,0.6976,2,1
WOH-01086,TV-200,0.4734,4,8,0.3691,0.12,1.0606,2,0
WOH-01087,MON-200,0.2841,14,4,0.3094,0.31,0.6081,4,0
WOH-01088,TV-200,,-1,8,0.5782,0.12,0.7339,2,1
WOH-01089,TV-200,0.8701,-1,4,0.9514,0.12,,5,0
WOH-01090,MON-200,0.6016,20,14,0.4467,0.31,0.891,8,1
WOH-01091,MON-200,,13,3,0.6006,0.31,0.7887,4,0
WOH-01092,TV-200,1,0,0,0.635,0.12,1.2477,7,0
WOH-01093,TV-300,0.8363,1,10,0.9582,0.25,1.0819,5,1
WOH-01094,TV-300,0.3694,7,14,0.7263,0.25,1.1341,4,0
WOH-01095,TV-200,0.1825,2,13,0.1947,0.12,1.4902,5,1
WOH-01096,MON-200,0.7228,6,5,0.7987,0.31,1.3629,5,0
WOH-01097,MON-200,0.9846,-5,6,0.0503,0.31,0.9244,4,1
WOH-01098,MON-200,,-6,6,0.3971,0.31,0.8674,8,1
